,grid1,grid2,category,action
1884,49,38,different_grid,none
1885,15,45,different_grid,none
1886,7,41,different_grid,none
1887,26,54,different_grid,none
1888,18,50,different_grid,none
1889,42,35,different_grid,none
1890,8,42,different_grid,none
1891,0,38,different_grid,none
1892,19,51,different_grid,none
1893,60,52,different_grid,none
1894,11,47,different_grid,none
1895,52,48,different_grid,none
1896,51,3,different_grid,none
1897,1,2,different_grid,none
1898,34,36,different_grid,none
1899,53,49,different_grid,none
1900,37,41,different_grid,none
1901,56,54,different_grid,none
1902,3,48,different_grid,none
1903,22,61,different_grid,none
1904,14,57,different_grid,none
1905,38,42,different_grid,none
1906,30,1,different_grid,none
1907,15,58,different_grid,none
1908,7,54,different_grid,none
1909,39,6,different_grid,none
1910,31,2,different_grid,none
1911,41,52,different_grid,none
1912,33,48,different_grid,none
1913,52,61,different_grid,none
1914,25,44,different_grid,none
1915,44,57,different_grid,none
1916,2,60,different_grid,none
1917,26,8,different_grid,none
1918,45,58,different_grid,none
1919,37,54,different_grid,none
1920,3,61,different_grid,none
1921,61,2,different_grid,none
1922,27,9,different_grid,none
1923,19,5,different_grid,none
1924,11,1,different_grid,none
1925,30,14,different_grid,none
1926,63,48,different_grid,none
1927,29,55,different_grid,none
1928,21,51,different_grid,none
1929,20,6,different_grid,none
1930,12,2,different_grid,none
1931,53,3,different_grid,none
1932,23,11,different_grid,none
1933,56,8,different_grid,none
1934,22,15,different_grid,none
1935,33,61,different_grid,none
1936,25,57,different_grid,none
1937,46,0,different_grid,none
1938,57,9,different_grid,none
1939,49,5,different_grid,none
1940,15,12,different_grid,none
1941,7,8,different_grid,none
1942,26,21,different_grid,none
1943,18,17,different_grid,none
1944,59,55,different_grid,none
1945,17,58,different_grid,none
1946,50,6,different_grid,none
1947,42,2,different_grid,none
1948,0,5,different_grid,none
1949,19,18,different_grid,none
1950,60,19,different_grid,none
1951,11,14,different_grid,none
1952,52,15,different_grid,none
1953,63,61,different_grid,none
1954,34,3,different_grid,none
1955,53,16,different_grid,none
1956,45,12,different_grid,none
1957,37,8,different_grid,none
1958,56,21,different_grid,none
1959,3,15,different_grid,none
1960,22,28,different_grid,none
1961,46,13,different_grid,none
1962,38,9,different_grid,none
1963,49,18,different_grid,none
1964,7,21,different_grid,none
1965,48,22,different_grid,none
1966,18,30,different_grid,none
1967,41,19,different_grid,none
1968,60,32,different_grid,none
1969,33,15,different_grid,none
1970,52,28,different_grid,none
1971,25,11,different_grid,none
1972,44,24,different_grid,none
1973,10,31,different_grid,none
1974,2,27,different_grid,none
1975,34,16,different_grid,none
1976,45,25,different_grid,none
1977,37,21,different_grid,none
1978,3,28,different_grid,none
1979,55,38,different_grid,none
1980,47,34,different_grid,none
1981,63,15,different_grid,none
1982,29,22,different_grid,none
1983,48,35,different_grid,none
1984,21,18,different_grid,none
1985,40,31,different_grid,none
1986,6,38,different_grid,none
1987,41,32,different_grid,none
1988,33,28,different_grid,none
1989,25,24,different_grid,none
1990,44,37,different_grid,none
1991,10,44,different_grid,none
1992,51,45,different_grid,none
1993,2,40,different_grid,none
1994,43,41,different_grid,none
1995,59,22,different_grid,none
1996,17,25,different_grid,none
1997,36,38,different_grid,none
1998,55,51,different_grid,none
1999,28,34,different_grid,none
2000,5,50,different_grid,none
2001,63,28,different_grid,none
2002,29,35,different_grid,none
2003,21,31,different_grid,none
2004,40,44,different_grid,none
2005,6,51,different_grid,none
2006,39,48,different_grid,none
2007,32,45,different_grid,none
2008,51,58,different_grid,none
2009,24,41,different_grid,none
2010,43,54,different_grid,none
2011,16,37,different_grid,none
2012,35,50,different_grid,none
2013,1,57,different_grid,none
2014,26,1,different_grid,none
2015,59,35,different_grid,none
2016,17,38,different_grid,none
2017,36,51,different_grid,none
2018,9,34,different_grid,none
2019,28,47,different_grid,none
2020,5,63,different_grid,none
2021,62,45,different_grid,none
2022,54,41,different_grid,none
2023,20,48,different_grid,none
2024,39,61,different_grid,none
2025,12,44,different_grid,none
2026,31,57,different_grid,none
2027,23,53,different_grid,none
2028,22,8,different_grid,none
2029,14,4,different_grid,none
2030,55,5,different_grid,none
2031,13,45,different_grid,none
2032,32,58,different_grid,none
2033,24,54,different_grid,none
2034,16,50,different_grid,none
2035,35,63,different_grid,none
2036,48,2,different_grid,none
2037,6,5,different_grid,none
2038,58,52,different_grid,none
2039,9,47,different_grid,none
2040,50,48,different_grid,none
2041,61,57,different_grid,none
2042,8,51,different_grid,none
2043,19,60,different_grid,none
2044,11,56,different_grid,none
2045,44,4,different_grid,none
2046,51,12,different_grid,none
2047,2,7,different_grid,none
2048,62,58,different_grid,none
2049,20,61,different_grid,none
2050,12,57,different_grid,none
2051,4,53,different_grid,none
2052,36,5,different_grid,none
2053,55,18,different_grid,none
2054,28,1,different_grid,none
2055,47,14,different_grid,none
2056,5,17,different_grid,none
2057,46,55,different_grid,none
2058,38,51,different_grid,none
2059,49,60,different_grid,none
2060,29,2,different_grid,none
2061,7,63,different_grid,none
2062,40,11,different_grid,none
2063,6,18,different_grid,none
2064,50,61,different_grid,none
2065,42,57,different_grid,none
2066,0,60,different_grid,none
2067,32,12,different_grid,none
2068,51,25,different_grid,none
2069,24,8,different_grid,none
2070,43,21,different_grid,none
2071,35,17,different_grid,none
2072,1,24,different_grid,none
2073,34,58,different_grid,none
2074,59,2,different_grid,none
2075,37,63,different_grid,none
2076,17,5,different_grid,none
2077,36,18,different_grid,none
2078,9,1,different_grid,none
2079,28,14,different_grid,none
2080,47,27,different_grid,none
2081,5,30,different_grid,none
2082,62,12,different_grid,none
2083,54,8,different_grid,none
2084,20,15,different_grid,none
2085,39,28,different_grid,none
2086,31,24,different_grid,none
2087,23,20,different_grid,none
2088,13,12,different_grid,none
2089,32,25,different_grid,none
2090,24,21,different_grid,none
2091,43,34,different_grid,none
2092,16,17,different_grid,none
2093,35,30,different_grid,none
2094,1,37,different_grid,none
2095,58,19,different_grid,none
2096,9,14,different_grid,none
2097,50,15,different_grid,none
2098,61,24,different_grid,none
2099,27,31,different_grid,none
2100,19,27,different_grid,none
2101,30,36,different_grid,none
2102,62,25,different_grid,none
2103,54,21,different_grid,none
2104,20,28,different_grid,none
2105,39,41,different_grid,none
2106,12,24,different_grid,none
2107,31,37,different_grid,none
2108,4,20,different_grid,none
2109,23,33,different_grid,none
2110,46,22,different_grid,none
2111,16,30,different_grid,none
2112,57,31,different_grid,none
2113,49,27,different_grid,none
2114,15,34,different_grid,none
2115,26,43,different_grid,none
2116,18,39,different_grid,none
2117,58,32,different_grid,none
2118,50,28,different_grid,none
2119,42,24,different_grid,none
2120,61,37,different_grid,none
2121,8,31,different_grid,none
2122,27,44,different_grid,none
2123,0,27,different_grid,none
2124,19,40,different_grid,none
2125,30,49,different_grid,none
2126,12,37,different_grid,none
2127,53,38,different_grid,none
2128,4,33,different_grid,none
2129,45,34,different_grid,none
2130,56,43,different_grid,none
2131,22,50,different_grid,none
2132,14,46,different_grid,none
2133,46,35,different_grid,none
2134,38,31,different_grid,none
2135,57,44,different_grid,none
2136,49,40,different_grid,none
2137,15,47,different_grid,none
2138,7,43,different_grid,none
2139,26,56,different_grid,none
2140,18,52,different_grid,none
2141,8,44,different_grid,none
2142,0,40,different_grid,none
2143,60,54,different_grid,none
2144,11,49,different_grid,none
2145,52,50,different_grid,none
2146,44,46,different_grid,none
2147,10,53,different_grid,none
2148,43,1,different_grid,none
2149,34,38,different_grid,none
2150,53,51,different_grid,none
2151,45,47,different_grid,none
2152,3,50,different_grid,none
2153,22,63,different_grid,none
2154,14,59,different_grid,none
2155,30,3,different_grid,none
2156,7,56,different_grid,none
2157,40,53,different_grid,none
2158,6,60,different_grid,none
2159,39,8,different_grid,none
2160,31,4,different_grid,none
2161,23,0,different_grid,none
2162,41,54,different_grid,none
2163,52,63,different_grid,none
2164,25,46,different_grid,none
2165,44,59,different_grid,none
2166,2,62,different_grid,none
2167,15,1,different_grid,none
2168,34,51,different_grid,none
2169,26,10,different_grid,none
2170,18,6,different_grid,none
2171,37,56,different_grid,none
2172,3,63,different_grid,none
2173,36,60,different_grid,none
2174,61,4,different_grid,none
2175,27,11,different_grid,none
2176,19,7,different_grid,none
2177,11,3,different_grid,none
2178,30,16,different_grid,none
2179,63,50,different_grid,none
2180,29,57,different_grid,none
2181,21,53,different_grid,none
2182,12,4,different_grid,none
2183,53,5,different_grid,none
2184,4,0,different_grid,none
2185,45,1,different_grid,none
2186,56,10,different_grid,none
2187,22,17,different_grid,none
2188,14,13,different_grid,none
2189,33,63,different_grid,none
2190,25,59,different_grid,none
2191,46,2,different_grid,none
2192,57,11,different_grid,none
2193,49,7,different_grid,none
2194,15,14,different_grid,none
2195,7,10,different_grid,none
2196,26,23,different_grid,none
2197,18,19,different_grid,none
2198,59,57,different_grid,none
2199,17,60,different_grid,none
2200,9,56,different_grid,none
2201,42,4,different_grid,none
2202,8,11,different_grid,none
2203,41,8,different_grid,none
2204,60,21,different_grid,none
2205,11,16,different_grid,none
2206,52,17,different_grid,none
2207,44,13,different_grid,none
2208,34,5,different_grid,none
2209,53,18,different_grid,none
2210,45,14,different_grid,none
2211,37,10,different_grid,none
2212,56,23,different_grid,none
2213,3,17,different_grid,none
2214,22,30,different_grid,none
2215,14,26,different_grid,none
2216,38,11,different_grid,none
2217,7,23,different_grid,none
2218,48,24,different_grid,none
2219,40,20,different_grid,none
2220,6,27,different_grid,none
2221,41,21,different_grid,none
2222,60,34,different_grid,none
2223,33,17,different_grid,none
2224,52,30,different_grid,none
2225,25,13,different_grid,none
2226,44,26,different_grid,none
2227,10,33,different_grid,none
2228,2,29,different_grid,none
2229,34,18,different_grid,none
2230,37,23,different_grid,none
2231,3,30,different_grid,none
2232,36,27,different_grid,none
2233,55,40,different_grid,none
2234,47,36,different_grid,none
2235,63,17,different_grid,none
2236,29,24,different_grid,none
2237,48,37,different_grid,none
2238,21,20,different_grid,none
2239,40,33,different_grid,none
2240,6,40,different_grid,none
2241,33,30,different_grid,none
2242,25,26,different_grid,none
2243,32,34,different_grid,none
2244,51,47,different_grid,none
2245,2,42,different_grid,none
2246,35,39,different_grid,none
2247,59,24,different_grid,none
2248,36,40,different_grid,none
2249,9,23,different_grid,none
2250,55,53,different_grid,none
2251,28,36,different_grid,none
2252,47,49,different_grid,none
2253,5,52,different_grid,none
2254,63,30,different_grid,none
2255,29,37,different_grid,none
2256,21,33,different_grid,none
2257,62,34,different_grid,none
2258,31,46,different_grid,none
2259,13,34,different_grid,none
2260,32,47,different_grid,none
2261,51,60,different_grid,none
2262,24,43,different_grid,none
2263,43,56,different_grid,none
2264,16,39,different_grid,none
2265,35,52,different_grid,none
2266,1,59,different_grid,none
2267,59,37,different_grid,none
2268,17,40,different_grid,none
2269,58,41,different_grid,none
2270,9,36,different_grid,none
2271,28,49,different_grid,none
2272,61,46,different_grid,none
2273,60,1,different_grid,none
2274,10,0,different_grid,none
2275,62,47,different_grid,none
2276,54,43,different_grid,none
2277,20,50,different_grid,none
2278,39,63,different_grid,none
2279,12,46,different_grid,none
2280,31,59,different_grid,none
2281,4,42,different_grid,none
2282,23,55,different_grid,none
2283,14,6,different_grid,none
2284,55,7,different_grid,none
2285,47,3,different_grid,none
2286,13,47,different_grid,none
2287,24,56,different_grid,none
2288,16,52,different_grid,none
2289,57,53,different_grid,none
2290,48,4,different_grid,none
2291,40,0,different_grid,none
2292,58,54,different_grid,none
2293,61,59,different_grid,none
2294,8,53,different_grid,none
2295,0,49,different_grid,none
2296,19,62,different_grid,none
2297,11,58,different_grid,none
2298,44,6,different_grid,none
2299,10,13,different_grid,none
2300,51,14,different_grid,none
2301,2,9,different_grid,none
2302,43,10,different_grid,none
2303,54,56,different_grid,none
2304,20,63,different_grid,none
2305,12,59,different_grid,none
2306,53,60,different_grid,none
2307,4,55,different_grid,none
2308,36,7,different_grid,none
2309,55,20,different_grid,none
2310,28,3,different_grid,none
2311,47,16,different_grid,none
2312,5,19,different_grid,none
2313,46,57,different_grid,none
2314,38,53,different_grid,none
2315,49,62,different_grid,none
2316,29,4,different_grid,none
2317,21,0,different_grid,none
2318,40,13,different_grid,none
2319,6,20,different_grid,none
2320,39,17,different_grid,none
2321,50,63,different_grid,none
2322,42,59,different_grid,none
2323,0,62,different_grid,none
2324,13,1,different_grid,none
2325,32,14,different_grid,none
2326,51,27,different_grid,none
2327,24,10,different_grid,none
2328,43,23,different_grid,none
2329,16,6,different_grid,none
2330,35,19,different_grid,none
2331,1,26,different_grid,none
2332,34,60,different_grid,none
2333,59,4,different_grid,none
2334,17,7,different_grid,none
2335,36,20,different_grid,none
2336,9,3,different_grid,none
2337,28,16,different_grid,none
2338,5,32,different_grid,none
2339,62,14,different_grid,none
2340,54,10,different_grid,none
2341,20,17,different_grid,none
2342,39,30,different_grid,none
2343,12,13,different_grid,none
2344,31,26,different_grid,none
2345,23,22,different_grid,none
2346,13,14,different_grid,none
2347,32,27,different_grid,none
2348,24,23,different_grid,none
2349,16,19,different_grid,none
2350,35,32,different_grid,none
2351,1,39,different_grid,none
2352,58,21,different_grid,none
2353,9,16,different_grid,none
2354,50,17,different_grid,none
2355,42,13,different_grid,none
2356,61,26,different_grid,none
2357,8,20,different_grid,none
2358,27,33,different_grid,none
2359,11,25,different_grid,none
2360,30,38,different_grid,none
2361,54,23,different_grid,none
2362,20,30,different_grid,none
2363,12,26,different_grid,none
2364,31,39,different_grid,none
2365,4,22,different_grid,none
2366,23,35,different_grid,none
2367,46,24,different_grid,none
2368,38,20,different_grid,none
2369,57,33,different_grid,none
2370,49,29,different_grid,none
2371,15,36,different_grid,none
2372,7,32,different_grid,none
2373,26,45,different_grid,none
2374,18,41,different_grid,none
2375,58,34,different_grid,none
2376,50,30,different_grid,none
2377,42,26,different_grid,none
2378,61,39,different_grid,none
2379,8,33,different_grid,none
2380,27,46,different_grid,none
2381,0,29,different_grid,none
2382,19,42,different_grid,none
2383,60,43,different_grid,none
2384,11,38,different_grid,none
2385,30,51,different_grid,none
2386,34,27,different_grid,none
2387,53,40,different_grid,none
2388,4,35,different_grid,none
2389,45,36,different_grid,none
2390,37,32,different_grid,none
2391,56,45,different_grid,none
2392,3,39,different_grid,none
2393,22,52,different_grid,none
2394,14,48,different_grid,none
2395,46,37,different_grid,none
2396,38,33,different_grid,none
2397,57,46,different_grid,none
2398,49,42,different_grid,none
2399,15,49,different_grid,none
2400,7,45,different_grid,none
2401,26,58,different_grid,none
2402,18,54,different_grid,none
2403,0,42,different_grid,none
2404,41,43,different_grid,none
2405,60,56,different_grid,none
2406,33,39,different_grid,none
2407,10,55,different_grid,none
2408,2,51,different_grid,none
2409,34,40,different_grid,none
2410,45,49,different_grid,none
2411,37,45,different_grid,none
2412,56,58,different_grid,none
2413,3,52,different_grid,none
2414,14,61,different_grid,none
2415,55,62,different_grid,none
2416,27,0,different_grid,none
2417,30,5,different_grid,none
2418,63,39,different_grid,none
2419,29,46,different_grid,none
2420,40,55,different_grid,none
2421,6,62,different_grid,none
2422,31,6,different_grid,none
2423,23,2,different_grid,none
2424,41,56,different_grid,none
2425,33,52,different_grid,none
2426,25,48,different_grid,none
2427,44,61,different_grid,none
2428,57,0,different_grid,none
2429,15,3,different_grid,none
2430,26,12,different_grid,none
2431,18,8,different_grid,none
2432,59,46,different_grid,none
2433,58,1,different_grid,none
2434,36,62,different_grid,none
2435,28,58,different_grid,none
2436,61,6,different_grid,none
2437,8,0,different_grid,none
2438,27,13,different_grid,none
2439,19,9,different_grid,none
2440,60,10,different_grid,none
2441,11,5,different_grid,none
2442,30,18,different_grid,none
2443,63,52,different_grid,none
2444,29,59,different_grid,none
2445,21,55,different_grid,none
2446,53,7,different_grid,none
2447,4,2,different_grid,none
2448,45,3,different_grid,none
2449,56,12,different_grid,none
2450,3,6,different_grid,none
2451,22,19,different_grid,none
2452,14,15,different_grid,none
2453,25,61,different_grid,none
2454,46,4,different_grid,none
2455,38,0,different_grid,none
2456,57,13,different_grid,none
2457,49,9,different_grid,none
2458,15,16,different_grid,none
2459,7,12,different_grid,none
2460,26,25,different_grid,none
2461,18,21,different_grid,none
2462,17,62,different_grid,none
2463,9,58,different_grid,none
2464,0,9,different_grid,none
2465,41,10,different_grid,none
2466,60,23,different_grid,none
2467,33,6,different_grid,none
2468,52,19,different_grid,none
2469,44,15,different_grid,none
2470,10,22,different_grid,none
2471,34,7,different_grid,none
2472,53,20,different_grid,none
2473,45,16,different_grid,none
2474,37,12,different_grid,none
2475,56,25,different_grid,none
2476,3,19,different_grid,none
2477,22,32,different_grid,none
2478,14,28,different_grid,none
2479,55,29,different_grid,none
2480,63,6,different_grid,none
2481,29,13,different_grid,none
2482,48,26,different_grid,none
2483,40,22,different_grid,none
2484,6,29,different_grid,none
2485,41,23,different_grid,none
2486,33,19,different_grid,none
2487,52,32,different_grid,none
2488,25,15,different_grid,none
2489,44,28,different_grid,none
2490,10,35,different_grid,none
2491,2,31,different_grid,none
2492,59,13,different_grid,none
2493,36,29,different_grid,none
2494,55,42,different_grid,none
2495,28,25,different_grid,none
2496,47,38,different_grid,none
2497,5,41,different_grid,none
2498,63,19,different_grid,none
2499,29,26,different_grid,none
2500,48,39,different_grid,none
2501,21,22,different_grid,none
2502,40,35,different_grid,none
2503,6,42,different_grid,none
2504,25,28,different_grid,none
2505,32,36,different_grid,none
2506,51,49,different_grid,none
2507,24,32,different_grid,none
2508,43,45,different_grid,none
2509,35,41,different_grid,none
2510,1,48,different_grid,none
2511,59,26,different_grid,none
2512,17,29,different_grid,none
2513,36,42,different_grid,none
2514,9,25,different_grid,none
2515,28,38,different_grid,none
2516,47,51,different_grid,none
2517,5,54,different_grid,none
2518,21,35,different_grid,none
2519,62,36,different_grid,none
2520,54,32,different_grid,none
2521,20,39,different_grid,none
2522,39,52,different_grid,none
2523,31,48,different_grid,none
2524,13,36,different_grid,none
2525,32,49,different_grid,none
2526,24,45,different_grid,none
2527,43,58,different_grid,none
2528,16,41,different_grid,none
2529,35,54,different_grid,none
2530,1,61,different_grid,none
2531,17,42,different_grid,none
2532,58,43,different_grid,none
2533,9,38,different_grid,none
2534,50,39,different_grid,none
2535,61,48,different_grid,none
2536,27,55,different_grid,none
2537,60,3,different_grid,none
2538,30,60,different_grid,none
2539,10,2,different_grid,none
2540,62,49,different_grid,none
2541,54,45,different_grid,none
2542,20,52,different_grid,none
2543,31,61,different_grid,none
2544,4,44,different_grid,none
2545,23,57,different_grid,none
2546,55,9,different_grid,none
2547,47,5,different_grid,none
2548,13,49,different_grid,none
2549,5,8,different_grid,none
2550,16,54,different_grid,none
2551,57,55,different_grid,none
2552,49,51,different_grid,none
2553,48,6,different_grid,none
2554,40,2,different_grid,none
2555,6,9,different_grid,none
2556,58,56,different_grid,none
2557,50,52,different_grid,none
2558,42,48,different_grid,none
2559,8,55,different_grid,none
2560,0,51,different_grid,none
2561,11,60,different_grid,none
2562,32,3,different_grid,none
2563,51,16,different_grid,none
2564,2,11,different_grid,none
2565,43,12,different_grid,none
2566,35,8,different_grid,none
2567,1,15,different_grid,none
2568,12,61,different_grid,none
2569,53,62,different_grid,none
2570,4,57,different_grid,none
2571,36,9,different_grid,none
2572,55,22,different_grid,none
2573,28,5,different_grid,none
2574,47,18,different_grid,none
2575,5,21,different_grid,none
2576,46,59,different_grid,none
2577,38,55,different_grid,none
2578,29,6,different_grid,none
2579,21,2,different_grid,none
2580,62,3,different_grid,none
2581,39,19,different_grid,none
2582,31,15,different_grid,none
2583,13,3,different_grid,none
2584,32,16,different_grid,none
2585,51,29,different_grid,none
2586,24,12,different_grid,none
2587,43,25,different_grid,none
2588,16,8,different_grid,none
2589,35,21,different_grid,none
2590,1,28,different_grid,none
2591,34,62,different_grid,none
2592,17,9,different_grid,none
2593,58,10,different_grid,none
2594,9,5,different_grid,none
2595,28,18,different_grid,none
2596,61,15,different_grid,none
2597,27,22,different_grid,none
2598,30,27,different_grid,none
2599,62,16,different_grid,none
2600,54,12,different_grid,none
2601,20,19,different_grid,none
2602,39,32,different_grid,none
2603,12,15,different_grid,none
2604,31,28,different_grid,none
2605,4,11,different_grid,none
2606,23,24,different_grid,none
2607,13,16,different_grid,none
2608,24,25,different_grid,none
2609,16,21,different_grid,none
2610,57,22,different_grid,none
2611,26,34,different_grid,none
2612,58,23,different_grid,none
2613,50,19,different_grid,none
2614,42,15,different_grid,none
2615,61,28,different_grid,none
2616,8,22,different_grid,none
2617,27,35,different_grid,none
2618,0,18,different_grid,none
2619,19,31,different_grid,none
2620,11,27,different_grid,none
2621,30,40,different_grid,none
2622,54,25,different_grid,none
2623,20,32,different_grid,none
2624,12,28,different_grid,none
2625,53,29,different_grid,none
2626,4,24,different_grid,none
2627,23,37,different_grid,none
2628,56,34,different_grid,none
2629,22,41,different_grid,none
2630,46,26,different_grid,none
2631,38,22,different_grid,none
2632,57,35,different_grid,none
2633,49,31,different_grid,none
2634,7,34,different_grid,none
2635,26,47,different_grid,none
2636,18,43,different_grid,none
2637,50,32,different_grid,none
2638,42,28,different_grid,none
2639,8,35,different_grid,none
2640,0,31,different_grid,none
2641,19,44,different_grid,none
2642,60,45,different_grid,none
2643,11,40,different_grid,none
2644,52,41,different_grid,none
2645,34,29,different_grid,none
2646,53,42,different_grid,none
2647,45,38,different_grid,none
2648,37,34,different_grid,none
2649,56,47,different_grid,none
2650,3,41,different_grid,none
2651,22,54,different_grid,none
2652,46,39,different_grid,none
2653,38,35,different_grid,none
2654,49,44,different_grid,none
2655,15,51,different_grid,none
2656,7,47,different_grid,none
2657,18,56,different_grid,none
2658,41,45,different_grid,none
2659,60,58,different_grid,none
2660,33,41,different_grid,none
2661,52,54,different_grid,none
2662,25,37,different_grid,none
2663,44,50,different_grid,none
2664,10,57,different_grid,none
2665,2,53,different_grid,none
2666,34,42,different_grid,none
2667,45,51,different_grid,none
2668,37,47,different_grid,none
2669,3,54,different_grid,none
2670,14,63,different_grid,none
2671,47,60,different_grid,none
2672,27,2,different_grid,none
2673,30,7,different_grid,none
2674,63,41,different_grid,none
2675,29,48,different_grid,none
2676,48,61,different_grid,none
2677,21,44,different_grid,none
2678,40,57,different_grid,none
2679,23,4,different_grid,none
2680,56,1,different_grid,none
2681,41,58,different_grid,none
2682,33,54,different_grid,none
2683,25,50,different_grid,none
2684,44,63,different_grid,none
2685,57,2,different_grid,none
2686,15,5,different_grid,none
2687,7,1,different_grid,none
2688,26,14,different_grid,none
2689,18,10,different_grid,none
2690,59,48,different_grid,none
2691,17,51,different_grid,none
2692,28,60,different_grid,none
2693,8,2,different_grid,none
2694,19,11,different_grid,none
2695,60,12,different_grid,none
2696,11,7,different_grid,none
2697,52,8,different_grid,none
2698,63,54,different_grid,none
2699,29,61,different_grid,none
2700,21,57,different_grid,none
2701,53,9,different_grid,none
2702,45,5,different_grid,none
2703,37,1,different_grid,none
2704,56,14,different_grid,none
2705,3,8,different_grid,none
2706,22,21,different_grid,none
2707,14,17,different_grid,none
2708,13,58,different_grid,none
2709,46,6,different_grid,none
2710,38,2,different_grid,none
2711,16,63,different_grid,none
2712,49,11,different_grid,none
2713,15,18,different_grid,none
2714,7,14,different_grid,none
2715,48,15,different_grid,none
2716,18,23,different_grid,none
2717,9,60,different_grid,none
2718,41,12,different_grid,none
2719,60,25,different_grid,none
2720,33,8,different_grid,none
2721,52,21,different_grid,none
2722,25,4,different_grid,none
2723,44,17,different_grid,none
2724,10,24,different_grid,none
2725,2,20,different_grid,none
2726,34,9,different_grid,none
2727,45,18,different_grid,none
2728,37,14,different_grid,none
2729,3,21,different_grid,none
2730,14,30,different_grid,none
2731,55,31,different_grid,none
2732,63,8,different_grid,none
2733,29,15,different_grid,none
2734,48,28,different_grid,none
2735,21,11,different_grid,none
2736,40,24,different_grid,none
2737,6,31,different_grid,none
2738,41,25,different_grid,none
2739,33,21,different_grid,none
2740,25,17,different_grid,none
2741,44,30,different_grid,none
2742,10,37,different_grid,none
2743,51,38,different_grid,none
2744,2,33,different_grid,none
2745,59,15,different_grid,none
2746,17,18,different_grid,none
2747,36,31,different_grid,none
2748,55,44,different_grid,none
2749,28,27,different_grid,none
2750,47,40,different_grid,none
2751,5,43,different_grid,none
2752,63,21,different_grid,none
2753,29,28,different_grid,none
2754,21,24,different_grid,none
2755,40,37,different_grid,none
2756,6,44,different_grid,none
2757,13,25,different_grid,none
2758,32,38,different_grid,none
2759,24,34,different_grid,none
2760,43,47,different_grid,none
2761,35,43,different_grid,none
2762,1,50,different_grid,none
2763,59,28,different_grid,none
2764,17,31,different_grid,none
2765,36,44,different_grid,none
2766,9,27,different_grid,none
2767,28,40,different_grid,none
2768,5,56,different_grid,none
2769,62,38,different_grid,none
2770,54,34,different_grid,none
2771,20,41,different_grid,none
2772,39,54,different_grid,none
2773,31,50,different_grid,none
2774,23,46,different_grid,none
2775,22,1,different_grid,none
2776,13,38,different_grid,none
2777,32,51,different_grid,none
2778,24,47,different_grid,none
2779,16,43,different_grid,none
2780,35,56,different_grid,none
2781,1,63,different_grid,none
2782,58,45,different_grid,none
2783,9,40,different_grid,none
2784,50,41,different_grid,none
2785,42,37,different_grid,none
2786,61,50,different_grid,none
2787,27,57,different_grid,none
2788,19,53,different_grid,none
2789,52,1,different_grid,none
2790,30,62,different_grid,none
2791,10,4,different_grid,none
2792,51,5,different_grid,none
2793,2,0,different_grid,none
2794,62,51,different_grid,none
2795,54,47,different_grid,none
2796,20,54,different_grid,none
2797,12,50,different_grid,none
2798,31,63,different_grid,none
2799,4,46,different_grid,none
2800,23,59,different_grid,none
2801,55,11,different_grid,none
2802,47,7,different_grid,none
2803,5,10,different_grid,none
2804,46,48,different_grid,none
2805,38,44,different_grid,none
2806,49,53,different_grid,none
2807,15,60,different_grid,none
2808,48,8,different_grid,none
2809,40,4,different_grid,none
2810,6,11,different_grid,none
2811,50,54,different_grid,none
2812,42,50,different_grid,none
2813,61,63,different_grid,none
2814,8,57,different_grid,none
2815,0,53,different_grid,none
2816,11,62,different_grid,none
2817,32,5,different_grid,none
2818,51,18,different_grid,none
2819,24,1,different_grid,none
2820,43,14,different_grid,none
2821,35,10,different_grid,none
2822,1,17,different_grid,none
2823,4,59,different_grid,none
2824,45,60,different_grid,none
2825,36,11,different_grid,none
2826,28,7,different_grid,none
2827,47,20,different_grid,none
2828,5,23,different_grid,none
2829,38,57,different_grid,none
2830,21,4,different_grid,none
2831,62,5,different_grid,none
2832,54,1,different_grid,none
2833,20,8,different_grid,none
2834,39,21,different_grid,none
2835,31,17,different_grid,none
2836,23,13,different_grid,none
2837,13,5,different_grid,none
2838,32,18,different_grid,none
2839,24,14,different_grid,none
2840,43,27,different_grid,none
2841,16,10,different_grid,none
2842,35,23,different_grid,none
2843,1,30,different_grid,none
2844,17,11,different_grid,none
2845,58,12,different_grid,none
2846,9,7,different_grid,none
2847,50,8,different_grid,none
2848,61,17,different_grid,none
2849,27,24,different_grid,none
2850,19,20,different_grid,none
2851,30,29,different_grid,none
2852,62,18,different_grid,none
2853,54,14,different_grid,none
2854,20,21,different_grid,none
2855,39,34,different_grid,none
2856,12,17,different_grid,none
2857,31,30,different_grid,none
2858,4,13,different_grid,none
2859,23,26,different_grid,none
2860,13,18,different_grid,none
2861,46,15,different_grid,none
2862,16,23,different_grid,none
2863,57,24,different_grid,none
2864,49,20,different_grid,none
2865,15,27,different_grid,none
2866,26,36,different_grid,none
2867,18,32,different_grid,none
2868,58,25,different_grid,none
2869,50,21,different_grid,none
2870,42,17,different_grid,none
2871,61,30,different_grid,none
2872,8,24,different_grid,none
2873,27,37,different_grid,none
2874,0,20,different_grid,none
2875,19,33,different_grid,none
2876,11,29,different_grid,none
2877,30,42,different_grid,none
2878,12,30,different_grid,none
2879,53,31,different_grid,none
2880,4,26,different_grid,none
2881,45,27,different_grid,none
2882,56,36,different_grid,none
